dataset_filter,feature_set,model_type,hyperparameters,feature_count,train_accuracy,validation_accuracy,validation_roc_auc,validation_log_loss,validation_brier_score,test_accuracy,test_roc_auc,test_log_loss,test_brier_score
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.6441,0.6349,0.6788,0.6453,0.2264,0.6424,0.6852,0.6525,0.2267
regular_season_only,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",51,0.6415,0.6287,0.6805,0.6453,0.2269,0.6442,0.6854,0.6422,0.2254
playoffs_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",49,0.6291,0.612,0.6659,0.6454,0.2272,0.5851,0.618,0.6677,0.2377
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6514,0.6285,0.6778,0.6455,0.2266,0.6436,0.6938,0.6333,0.2209
all_games,minimal_era_adjusted_diff,HistGradientBoosting,"{'max_iter': 300, 'learning_rate': 0.05}",7,0.6799,0.6393,0.6713,0.6455,0.2265,0.6426,0.6821,0.6434,0.2252
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6516,0.6285,0.6791,0.6455,0.2266,0.6447,0.6954,0.6331,0.2208
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",49,0.651,0.6296,0.6784,0.6456,0.2266,0.6445,0.6942,0.6329,0.2208
all_games,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",51,0.6405,0.6299,0.6796,0.6456,0.227,0.6407,0.6812,0.644,0.2263
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.6469,0.6343,0.6786,0.6456,0.2264,0.6419,0.6942,0.6349,0.2216
regular_season_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",7,0.6433,0.6328,0.6795,0.6457,0.2264,0.6434,0.6883,0.6628,0.2277
playoffs_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",7,0.6126,0.652,0.6665,0.6457,0.2273,0.5731,0.6095,0.7153,0.2521
regular_season_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",70,0.6532,0.631,0.6785,0.6457,0.2267,0.6465,0.6968,0.6324,0.2205
regular_season_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",49,0.6533,0.6313,0.6785,0.6457,0.2267,0.6463,0.6968,0.6324,0.2205
all_games,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",7,0.6426,0.6321,0.6789,0.6458,0.2263,0.6396,0.6842,0.6704,0.2294
all_games,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",7,0.6426,0.6324,0.6789,0.6458,0.2263,0.6396,0.6842,0.6703,0.2293
all_games,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",7,0.6426,0.6321,0.6789,0.6458,0.2263,0.6396,0.6842,0.6704,0.2294
all_games,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",7,0.6426,0.6321,0.6789,0.6458,0.2263,0.6396,0.6842,0.6701,0.2293
all_games,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",7,0.6426,0.6324,0.6789,0.6458,0.2263,0.6396,0.6842,0.6702,0.2293
regular_season_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6532,0.6305,0.6786,0.6458,0.2267,0.6471,0.6969,0.6326,0.2205
regular_season_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",196,0.6558,0.6331,0.6861,0.6458,0.2269,0.6007,0.6597,0.6698,0.2372
all_games,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",7,0.6431,0.6321,0.6788,0.6458,0.2263,0.6386,0.6844,0.6678,0.229
regular_season_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6532,0.6305,0.6786,0.6458,0.2267,0.6471,0.6969,0.6326,0.2205
regular_season_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",196,0.6449,0.6269,0.6809,0.6458,0.2269,0.6378,0.6974,0.6356,0.2223
regular_season_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",196,0.6504,0.6293,0.6838,0.6458,0.2267,0.6413,0.6984,0.6345,0.2218
all_games,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",196,0.6488,0.628,0.6822,0.6459,0.2267,0.6365,0.6948,0.6358,0.2223
regular_season_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6528,0.6302,0.6783,0.6459,0.2267,0.6463,0.6968,0.6325,0.2205
regular_season_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6527,0.6302,0.6781,0.6459,0.2267,0.6459,0.6966,0.6325,0.2205
regular_season_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6528,0.6302,0.6783,0.6459,0.2267,0.6463,0.6968,0.6325,0.2205
regular_season_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6527,0.6302,0.6781,0.6459,0.2267,0.6459,0.6966,0.6325,0.2205
regular_season_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",70,0.6528,0.6308,0.6783,0.6459,0.2268,0.6469,0.6967,0.6327,0.2205
all_games,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",7,0.6423,0.6327,0.6789,0.6459,0.2263,0.6394,0.6841,0.6718,0.2296
all_games,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",7,0.6422,0.6335,0.679,0.6459,0.2263,0.639,0.6837,0.675,0.2301
regular_season_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",49,0.6527,0.631,0.6782,0.6459,0.2268,0.6467,0.6967,0.6326,0.2205
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",49,0.6518,0.6285,0.6772,0.646,0.2268,0.6426,0.693,0.6341,0.2213
regular_season_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6525,0.6305,0.6782,0.646,0.2268,0.6465,0.6966,0.6326,0.2205
regular_season_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6525,0.6305,0.6782,0.646,0.2268,0.6465,0.6966,0.6326,0.2205
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6517,0.6277,0.6772,0.6461,0.2268,0.6438,0.693,0.6342,0.2213
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",49,0.6515,0.628,0.677,0.6462,0.2269,0.643,0.6929,0.6344,0.2213
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6515,0.6277,0.6768,0.6463,0.2269,0.643,0.6928,0.6344,0.2213
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6514,0.6296,0.6768,0.6464,0.2269,0.6426,0.6928,0.6344,0.2213
all_games,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",7,0.6415,0.6324,0.6782,0.6464,0.2267,0.6388,0.6838,0.6654,0.2289
playoffs_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",7,0.6185,0.624,0.6665,0.6464,0.2275,0.5821,0.6085,0.7095,0.2503
all_games,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",196,0.6426,0.6266,0.6796,0.6464,0.2272,0.6338,0.6931,0.6374,0.2231
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6514,0.6285,0.6768,0.6464,0.227,0.6432,0.6929,0.6345,0.2214
playoffs_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6344,0.644,0.6685,0.6465,0.2273,0.5791,0.6172,0.68,0.2421
regular_season_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",49,0.651,0.6287,0.6813,0.6465,0.227,0.6461,0.6983,0.6326,0.2206
regular_season_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",70,0.6509,0.6281,0.6813,0.6465,0.227,0.6463,0.6983,0.6326,0.2206
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",49,0.6498,0.6282,0.6797,0.6466,0.2271,0.6424,0.6944,0.6344,0.2215
all_games,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",196,0.6539,0.6285,0.6848,0.6467,0.2272,0.5962,0.6554,0.6728,0.2385
regular_season_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",196,0.655,0.634,0.6871,0.6469,0.2273,0.5952,0.6497,0.681,0.2412
playoffs_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",7,0.6221,0.636,0.6639,0.6469,0.2278,0.591,0.609,0.6991,0.2482
playoffs_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.6285,0.632,0.6694,0.6469,0.2276,0.5791,0.6161,0.6758,0.241
playoffs_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",7,0.6179,0.636,0.6651,0.6469,0.2278,0.5881,0.6085,0.7132,0.2515
playoffs_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6333,0.64,0.6676,0.647,0.2275,0.603,0.6171,0.6682,0.2375
playoffs_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",7,0.6197,0.636,0.664,0.6471,0.2279,0.5821,0.6077,0.6869,0.2449
playoffs_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",7,0.6226,0.636,0.6645,0.6472,0.2279,0.5821,0.6117,0.6785,0.2423
playoffs_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",7,0.6226,0.636,0.6643,0.6472,0.2279,0.5821,0.6109,0.679,0.2424
playoffs_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",7,0.6226,0.636,0.6643,0.6473,0.2279,0.5821,0.6125,0.6777,0.242
all_games,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",196,0.6536,0.6315,0.6859,0.6473,0.2274,0.5945,0.648,0.6819,0.2416
playoffs_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6291,0.632,0.6671,0.6476,0.2279,0.5821,0.6174,0.6759,0.2411
playoffs_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.635,0.636,0.6657,0.6478,0.2288,0.5672,0.6153,0.6927,0.2486
playoffs_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",51,0.6215,0.628,0.6681,0.6478,0.2282,0.591,0.6254,0.6619,0.2349
regular_season_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.6451,0.6296,0.6795,0.6481,0.2279,0.6356,0.6979,0.6368,0.2227
regular_season_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",49,0.645,0.6296,0.6795,0.6481,0.2279,0.6356,0.6979,0.6368,0.2227
regular_season_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.6451,0.6299,0.6795,0.6481,0.2279,0.6356,0.6979,0.6368,0.2227
regular_season_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",66,0.645,0.6293,0.6795,0.6481,0.2279,0.6354,0.6979,0.6368,0.2227
regular_season_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",70,0.6451,0.6299,0.6795,0.6481,0.2279,0.6356,0.6979,0.6368,0.2227
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.6401,0.6305,0.6795,0.6482,0.228,0.6364,0.6889,0.6466,0.2259
playoffs_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6279,0.664,0.6724,0.6484,0.2283,0.5761,0.6207,0.6637,0.2357
regular_season_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",7,0.6231,0.6239,0.6787,0.6485,0.2281,0.6368,0.687,0.6535,0.2275
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'None'}",70,0.6665,0.6269,0.667,0.6485,0.2276,0.6449,0.6952,0.6335,0.2211
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",49,0.6431,0.6302,0.678,0.6487,0.2282,0.6321,0.6935,0.6385,0.2236
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.6431,0.6302,0.678,0.6487,0.2282,0.6319,0.6935,0.6385,0.2236
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",70,0.6432,0.6296,0.678,0.6487,0.2282,0.6319,0.6935,0.6385,0.2235
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",66,0.6431,0.6302,0.678,0.6487,0.2282,0.6315,0.6935,0.6385,0.2236
playoffs_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",196,0.6303,0.616,0.6616,0.6487,0.2287,0.5761,0.624,0.6636,0.2354
playoffs_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",66,0.6344,0.592,0.6666,0.6487,0.2286,0.5821,0.6194,0.669,0.2377
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.6432,0.6299,0.678,0.6487,0.2282,0.6319,0.6935,0.6385,0.2236
playoffs_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6321,0.632,0.6699,0.6488,0.2279,0.5881,0.6178,0.6724,0.2397
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.6387,0.6304,0.678,0.6488,0.2283,0.633,0.6847,0.6486,0.2268
playoffs_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",70,0.6356,0.628,0.6658,0.649,0.2294,0.5582,0.6163,0.6981,0.2509
all_games,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",7,0.638,0.6266,0.6771,0.6491,0.2284,0.6326,0.6826,0.6562,0.2286
regular_season_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",196,0.6563,0.631,0.684,0.6492,0.2283,0.582,0.6237,0.7529,0.2624
playoffs_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.6327,0.632,0.6703,0.6494,0.2281,0.594,0.6156,0.6692,0.2386
playoffs_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6333,0.632,0.6653,0.6496,0.2296,0.5582,0.6161,0.6992,0.2514
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",70,0.6495,0.6233,0.6743,0.6497,0.2284,0.6442,0.6945,0.6345,0.2215
all_games,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",196,0.6547,0.6285,0.6835,0.6498,0.2285,0.5809,0.6234,0.7514,0.2621
playoffs_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6338,0.632,0.666,0.6499,0.2298,0.5522,0.6164,0.7005,0.252
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'None'}",70,0.6673,0.6288,0.6656,0.6499,0.2281,0.6453,0.6947,0.634,0.2212
playoffs_only,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",51,0.5973,0.604,0.6742,0.6499,0.2291,0.5761,0.6284,0.6677,0.2376
playoffs_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6327,0.64,0.6729,0.6499,0.2281,0.5701,0.6122,0.6666,0.2375
playoffs_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",66,0.6327,0.612,0.6618,0.6499,0.2292,0.5821,0.6182,0.6733,0.2398
playoffs_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.6356,0.64,0.6733,0.6501,0.2282,0.5701,0.6045,0.6682,0.2383
playoffs_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",51,0.6291,0.616,0.6549,0.6501,0.2294,0.5881,0.6217,0.6635,0.2357
playoffs_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6309,0.64,0.6729,0.6502,0.2282,0.5642,0.6047,0.6687,0.2385
playoffs_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6321,0.64,0.673,0.6503,0.2282,0.5612,0.6039,0.6688,0.2386
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'None'}",70,0.6683,0.6274,0.6647,0.6506,0.2284,0.6453,0.694,0.6344,0.2213
playoffs_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",196,0.6256,0.588,0.6578,0.6509,0.2301,0.5881,0.6253,0.6641,0.2362
playoffs_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",49,0.638,0.624,0.6596,0.6509,0.2291,0.606,0.6157,0.6717,0.2391
regular_season_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",196,0.6563,0.6245,0.6833,0.6511,0.229,0.5801,0.6217,0.7621,0.2648
playoffs_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6268,0.632,0.6591,0.6511,0.2295,0.5821,0.6136,0.6788,0.2423
all_games,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",196,0.6553,0.6238,0.6829,0.6514,0.2291,0.5776,0.6197,0.7662,0.2656
playoffs_only,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",51,0.6368,0.616,0.6577,0.6514,0.2299,0.5851,0.6228,0.6672,0.2373
playoffs_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.6268,0.632,0.6589,0.6515,0.2297,0.5821,0.6127,0.6791,0.2424
playoffs_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6392,0.604,0.6583,0.6516,0.2294,0.6,0.6159,0.6709,0.2387
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6518,0.623,0.6695,0.6516,0.2292,0.6467,0.6958,0.6331,0.2208
playoffs_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",51,0.6368,0.616,0.6569,0.652,0.2302,0.5851,0.6232,0.6658,0.2366
playoffs_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",196,0.615,0.62,0.6766,0.652,0.23,0.594,0.633,0.6639,0.2358
playoffs_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6268,0.632,0.6591,0.652,0.2299,0.5821,0.6132,0.6795,0.2426
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'None'}",70,0.6679,0.6266,0.6639,0.652,0.2288,0.6453,0.6939,0.6346,0.2214
playoffs_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6262,0.632,0.6584,0.6521,0.23,0.5821,0.6131,0.6796,0.2426
playoffs_only,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",51,0.6374,0.616,0.6584,0.6524,0.2303,0.6119,0.623,0.6693,0.2381
playoffs_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",51,0.6386,0.616,0.6585,0.6524,0.2303,0.603,0.6227,0.6689,0.238
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'None'}",70,0.6676,0.6263,0.6634,0.6525,0.229,0.6449,0.6937,0.6349,0.2215
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'None'}",70,0.6679,0.626,0.6635,0.6525,0.229,0.6451,0.6937,0.6348,0.2215
playoffs_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6244,0.644,0.6713,0.6525,0.2302,0.5851,0.6176,0.6711,0.239
playoffs_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",51,0.6403,0.616,0.6602,0.6525,0.2303,0.6119,0.6226,0.6696,0.2382
